237:1750,35708,90109,110705,74294,84500,73198,119771,101853,31636
241:1750,35708,90109,110705,74294,84500,73198,119771,14717,101853
245:1750,35708,90109,110705,74294,84500,73198,108984,1903,119771
246:1750,35708,90109,110705,74294,84500,73198,119771,14717,108984
249:1750,110705,90109,35708,1903,70326,108984,80442,13875,74523
253:1750,35708,110705,90109,74294,1903,108984,70326,84500,13875
268:1750,35708,90109,110705,74294,84500,73198,108984,119771,1903
269:1750,35708,90109,110705,74294,1903,108984,84500,70326,13875
284:1750,35708,90109,110705,74294,84500,73198,108984,1903,70326
286:1750,110705,90109,35708,1903,70326,108984,13875,80442,74523
287:1750,35708,90109,110705,74294,84500,73198,119771,108984,14717
288:1750,110705,35708,90109,1903,108984,74294,70326,13875,84500
290:1750,110705,35708,90109,1903,74294,108984,70326,84500,13875
22852:1750,35708,90109,110705,74294,84500,1903,108984,73198,70326
326:1750,35708,90109,110705,74294,84500,73198,119771,101853,31636
305,82636
340:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
356:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
371:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
379:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
396:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
397:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
405:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
443:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
444:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
445:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
447:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
470:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
482:119797,73326,117709,99126,1739,55883,82636,73080,73305,90320
484:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
488:119797,73326,117709,99126,1739,55883,73080,82636,73305,90320
494:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
508:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
518:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
528:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
529:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
531:73326,119797,117709,90320,73080,1739,55883,99126,73305,82636
532:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
557:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
575:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
578:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
583:119797,73326,117709,99126,1739,55883,73080,90320,82636,73305
594:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
610:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
616:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
619:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
30249:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
623:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
624:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
24814:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
636:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
656:99126,117709,82636,119797,1739,55883,73326,79467,73305,73080
657:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
659:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
668:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
670:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
671:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
672:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
673:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
674:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
705:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
706:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
731:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
740:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
743:99126,117709,82636,119797,1739,55883,73326,73305,79467,73080
745:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
746:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
747:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
752:73326,119797,90320,117709,73080,1739,55883,99126,73305,63972
762:119797,73326,117709,99126,73080,1739,55883,90320,82636,73305
763:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
764:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
771:119797,73326,117709,99126,73080,1739,55883,90320,82636,73305
773:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
782:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
792:73326,119797,90320,73080,117709,1739,55883,63972,73305,65922
802:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
804:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
806:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
807:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
812:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
814:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
821:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
823:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
826:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
831:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
837:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
843:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
844:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
861:119797,99126,117709,73326,1739,55883,82636,73080,73305,90320
877:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
885:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
886:73326,119797,90320,73080,117709,1739,55883,73305,63972,65922
897:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
904:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
911:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
912:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
923:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
935:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
950:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
956:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
963:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
967:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
968:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
970:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
978:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
979:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
984:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
986:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
993:73326,119797,117709,90320,73080,1739,55883,99126,73305,63972
1013:119797,73326,117709,99126,73080,1739,55883,90320,82636,73305
1014:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1030:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
1031:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
1035:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
1054:73326,119797,117709,90320,73080,1739,55883,99126,73305,63972
1055:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
1056:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
1068:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
22529:99126,117709,119797,82636,73326,1739,55883,73305,73080,90320
1073:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
1079:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
1101:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
1106:99126,117709,82636,119797,1739,55883,73326,73305,79467,73080
1110:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1112:99126,117709,119797,82636,1739,73326,55883,73305,73080,79467
1117:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
1118:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
1125:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
22020:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1132:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1137:73326,119797,90320,73080,63972,117709,1739,55883,65922,1890
47478:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
1149:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1155:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
1175:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1187:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
1191:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
1192:99126,117709,119797,73326,82636,1739,55883,73305,73080,90320
1217:99126,117709,119797,82636,73326,1739,55883,73305,73080,90320
1219:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
1228:119797,73326,117709,99126,73080,1739,55883,90320,82636,73305
1246:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
7015:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
1251:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
1270:73326,119797,117709,90320,73080,1739,55883,99126,73305,63972
1277:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
1278:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
1284:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
1287:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
1324:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
1363:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
39893:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
1371:119797,73326,117709,99126,1739,55883,82636,73080,73305,90320
1377:99126,117709,119797,73326,82636,1739,55883,73305,73080,90320
1382:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
1385:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
33238:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1387:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
1388:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1391:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
1392:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
1397:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1398:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1399:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1406:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
1409:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
1410:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
1414:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
12025:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
43267:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
1424:99126,117709,119797,73326,82636,1739,55883,73305,73080,90320
1425:73326,119797,90320,117709,73080,1739,55883,99126,73305,63972
1434:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
1435:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1446:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
1454:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
1463:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
1467:73326,119797,117709,90320,73080,1739,55883,99126,73305,63972
1468:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1477:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
1480:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
1494:73326,119797,90320,73080,117709,1739,55883,73305,63972,65922
1495:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1512:73326,117709,73080,99126,1739,55883,73305,82636,63972,65922
1528:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
1529:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
1530:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
1536:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
1537:119797,73326,117709,99126,1739,55883,73080,90320,82636,73305
1538:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
1539:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
1546:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
1547:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1565:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
1566:73326,119797,90320,73080,117709,1739,55883,73305,63972,65922
1568:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
1578:119797,73326,117709,99126,73080,1739,55883,90320,82636,73305
1579:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
1606:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
30318:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1618:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1629:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1630:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1631:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
1644:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
1657:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
1679:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1697:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
1703:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1704:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
1721:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
1722:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
1727:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1732:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
1734:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
1737:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
1743:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
19592:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
11323:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
1757:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
1761:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1762:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
1768:119797,73326,117709,99126,73080,1739,55883,90320,82636,73305
1770:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
1777:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
1794:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1795:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
1796:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
1797:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1813:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
1814:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
1815:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
1823:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
1826:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
1827:99126,117709,119797,82636,73326,1739,55883,73305,73080,90320
1835:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
16060:119797,73326,117709,99126,73080,1739,55883,90320,82636,73305
1855:73326,119797,90320,117709,73080,1739,55883,99126,73305,63972
1862:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
1863:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
1865:119797,73326,117709,99126,73080,90320,1739,55883,73305,82636
1866:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
1883:73326,119797,117709,90320,73080,1739,55883,99126,73305,63972
1884:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
1885:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
1902:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
1904:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
1922:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
41780:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
1923:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
1974:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
1986:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
33358:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
1998:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
2002:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
2006:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
2014:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
2026:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
2036:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
2038:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
2039:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
2040:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
2042:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
2043:119797,73326,117709,99126,1739,55883,73080,90320,82636,73305
2044:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
2045:119797,99126,117709,73326,1739,55883,82636,73080,73305,90320
2048:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
2053:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
2065:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
2080:119797,99126,117709,73326,82636,1739,55883,73080,73305,90320
2083:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
2084:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2091:119797,99126,117709,73326,82636,1739,55883,73080,73305,90320
2103:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
2109:99126,117709,119797,82636,73326,1739,55883,73305,73080,90320
2115:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2122:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2128:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
19359:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2137:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
2144:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
2151:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
2152:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2154:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
2177:99126,117709,119797,82636,1739,73326,55883,73305,73080,79467
35744:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2208:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
2209:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
2212:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
2215:73326,119797,90320,73080,117709,1739,55883,63972,73305,65922
2218:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2225:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
2226:119797,99126,117709,73326,82636,1739,55883,73080,73305,90320
2227:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
2255:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2256:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2258:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2266:119797,73326,117709,99126,73080,1739,90320,55883,73305,82636
2267:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
2269:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2283:99126,117709,119797,82636,73326,1739,55883,73305,73080,90320
2290:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
2300:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
2308:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
15517:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
17720:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
2311:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
2325:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
10950:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
2326:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
2331:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
2335:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
2343:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
2344:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2346:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
2347:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
2354:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
2355:73326,119797,117709,90320,73080,1739,55883,99126,73305,63972
2356:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
2357:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
2361:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
2367:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2369:73326,119797,90320,73080,117709,1739,55883,73305,63972,99126
2370:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2381:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
2391:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
2409:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
20467:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
51465:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
2414:119797,99126,117709,73326,1739,55883,82636,73080,73305,90320
2416:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
2421:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2424:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2425:73326,119797,90320,73080,117709,1739,55883,73305,63972,65922
2429:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2448:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
40300:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
2457:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
2458:73326,119797,90320,117709,73080,1739,55883,99126,73305,63972
2459:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2463:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2468:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
2473:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
2476:99126,117709,82636,119797,1739,55883,73326,73305,79467,73080
2478:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2479:99126,117709,119797,73326,82636,1739,55883,73305,73080,90320
44637:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
2493:99126,117709,119797,82636,1739,55883,73326,73305,79467,73080
2498:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
2504:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
2510:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
2515:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
2517:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2520:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
2530:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
2548:119797,73326,117709,99126,1739,73080,55883,90320,82636,73305
2553:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
2554:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
2558:119797,73326,117709,73080,99126,90320,1739,55883,73305,82636
2561:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2568:99126,117709,119797,82636,1739,73326,55883,73305,73080,79467
2569:73326,119797,90320,73080,117709,1739,55883,73305,99126,63972
2572:119797,99126,73326,117709,1739,55883,82636,73080,73305,90320
2582:119797,73326,117709,99126,73080,1739,55883,90320,73305,82636
2583:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2591:99126,117709,82636,119797,1739,55883,73326,79467,73305,73080
2593:119797,99126,117709,73326,82636,1739,55883,73080,73305,90320
2596:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2607:99126,117709,119797,73326,82636,1739,55883,73305,73080,90320
10222:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2619:119797,73326,99126,117709,1739,55883,82636,73080,73305,90320
2622:73326,119797,90320,117709,73080,1739,55883,99126,73305,63972
2632:99126,117709,82636,119797,1739,55883,73326,79467,73305,73080
2645:73326,119797,117709,73080,90320,1739,55883,99126,73305,82636
2649:99126,117709,119797,82636,73326,1739,55883,73305,73080,79467
2664:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
2665:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
2669:99126,119797,117709,73326,82636,1739,55883,73080,73305,90320
2671:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
2672:119797,73326,117709,73080,90320,99126,1739,55883,73305,82636
2683:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
2686:73326,119797,90320,117709,73080,1739,55883,99126,73305,63972
2687:119797,73326,117709,73080,90320,1739,99126,55883,73305,82636
2690:73326,119797,90320,73080,117709,1739,55883,99126,73305,63972
2691:119797,73326,117709,99126,1739,55883,73080,82636,90320,73305
2693:119797,99126,117709,73326,1739,82636,55883,73080,73305,90320
