361:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
376:29000,8345,17271,13581,741,10348,22420,74923,7604,51858
384:8345,17271,29000,741,13581,10348,22420,74923,14340,5115
401:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
402:8345,17271,10348,29000,741,13581,22420,9127,5115,74923
410:11447,40457,9514,16416,40390,43577,6104,33094,26649,27293
448:8345,29000,17271,13581,741,10348,22420,74923,7604,14340
449:103527,107644,103678,48834,78432,122726,92741,86410,72819,67093
450:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
452:119649,123306,121277,118000,117704,119618,122009,98426,122323,104004
476:103527,107644,103678,48834,113211,92741,106977,103706,85048,102524
488:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
490:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
494:8345,17271,10348,29000,741,13581,22420,5115,9127,74923
500:119649,123306,121277,118000,119618,122009,104004,122323,111650,121609
514:40457,16416,6104,26649,33094,43577,11447,11183,15640,2113
525:103527,107644,103678,113211,103706,106977,48834,85048,99282,78317
535:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
536:29000,8345,17271,13581,741,10348,22420,74923,7604,6550
538:103527,107644,103678,78432,122726,16436,48834,51858,52503,72819
539:8345,29000,17271,13581,741,10348,22420,74923,7604,6402
564:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
582:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
585:8345,29000,17271,13581,741,10348,22420,74923,7604,14340
590:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
601:109880,40457,71222,43280,110669,72166,57686,41050,116248,48991
618:117704,98426,119649,123306,121277,96036,118000,122009,119618,112000
624:40457,16416,6104,11183,26649,33094,43577,15640,50065,2113
627:11447,9514,40390,11571,40457,853,27293,20628,16416,43577
628:98426,117704,109880,96036,112000,113316,120598,110863,121692,121814
632:11447,9514,40390,40457,11571,27293,853,20628,16416,43577
633:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
634:109880,40457,71222,110669,43280,72166,57686,116248,41050,48991
646:119649,123306,121277,118000,119618,122009,122323,104004,117704,121609
666:11447,11571,9514,40390,853,20628,20300,5587,27293,22980
667:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
669:40457,16416,6104,109880,11183,26649,33094,43280,71222,86627
678:29000,8345,13581,741,17271,10348,7604,51858,6550,74923
680:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
681:11447,9514,40390,40457,11571,27293,20628,853,16416,43577
682:11447,9514,11571,40390,853,20628,27293,40457,16416,43577
683:40457,16416,11447,6104,26649,43577,33094,11183,15640,2113
684:11447,9514,11571,40390,853,20628,27293,22980,40457,43577
715:11447,9514,40390,11571,40457,853,20628,27293,16416,43577
716:29000,8345,17271,13581,741,10348,22420,74923,7604,6550
741:40457,16416,6104,11447,26649,33094,43577,11183,15640,2113
750:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
754:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
756:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
757:103527,107644,103678,48834,92741,78432,86410,102524,117759,113211
758:40457,109880,71222,43280,110669,48991,16416,57686,50742,86627
763:8345,29000,17271,13581,741,10348,22420,74923,7604,14340
773:119649,123306,121277,118000,119618,122009,117704,122323,98426,104004
774:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
775:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
782:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
784:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
793:109880,98426,117704,96036,112000,121692,113316,120598,110863,121814
803:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
813:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
815:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
817:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
818:11447,9514,40390,11571,40457,853,27293,20628,16416,43577
823:117704,98426,119649,123306,96036,121277,112000,110863,122009,118000
825:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
833:8345,17271,29000,10348,741,13581,22420,5115,74923,14340
835:8345,17271,29000,741,13581,10348,22420,74923,14340,5115
838:40457,16416,6104,26649,33094,43577,11183,15640,2113,11447
844:29000,8345,13581,17271,741,10348,22420,74923,7604,51858
850:103527,107644,103678,48834,113211,103706,106977,85048,92741,102524
856:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
857:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
874:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
891:117704,98426,119649,123306,121277,96036,112000,122009,118000,110863
899:29000,8345,13581,741,17271,10348,7604,51858,6550,74923
900:119649,123306,121277,118000,119618,122009,122323,104004,121609,111650
911:40457,16416,6104,11183,26649,33094,43577,15640,2113,50065
918:16436,51858,6550,7604,72787,40603,46359,4180,103527,107644
925:103527,107644,103678,48834,92741,113211,102524,86410,106977,85048
926:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
937:8345,17271,10348,29000,741,13581,22420,9127,5115,74923
949:109880,71222,72166,116248,110669,57686,103269,41050,43280,57983
964:8345,17271,10348,29000,741,13581,22420,5115,74923,14340
970:119649,117704,123306,121277,98426,118000,122009,119618,122323,96036
977:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
981:40457,16416,6104,26649,11183,33094,43577,15640,2113,37498
982:119649,123306,121277,118000,119618,122009,104004,122323,111650,121609
984:8345,29000,17271,13581,741,10348,22420,74923,7604,14340
992:103527,107644,103678,113211,48834,103706,106977,85048,92741,78317
993:103527,107644,103678,48834,113211,106977,103706,92741,85048,102524
998:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1000:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1007:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1027:11447,9514,11571,40390,853,20628,27293,40457,16416,43577
1028:8345,29000,17271,13581,741,10348,22420,74923,7604,14340
1044:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1045:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1049:40457,109880,71222,43280,110669,16416,48991,86627,50742,57686
1068:11447,9514,40390,11571,40457,853,27293,20628,16416,43577
1069:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1070:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1082:29000,8345,13581,741,17271,7604,51858,6550,16436,10348
1083:119649,123306,121277,118000,119618,122009,122323,104004,121609,117704
1088:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1094:8345,29000,17271,13581,741,10348,22420,74923,14340,7604
1116:117704,98426,96036,112000,110863,113316,100937,120598,121814,121692
1121:103527,107644,103678,48834,92741,113211,102524,86410,106977,85048
1125:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1127:103527,107644,16436,103678,51858,122726,78432,48834,52503,6550
1132:29000,8345,13581,17271,741,10348,22420,74923,7604,51858
1133:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1140:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1141:40457,16416,6104,26649,33094,11183,43577,15640,2113,37498
1148:11447,9514,40390,11571,40457,853,20628,27293,16416,43577
1153:29000,8345,13581,17271,741,10348,22420,74923,7604,51858
1163:117704,98426,96036,112000,110863,113316,100937,120598,121814,121692
1166:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1172:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1192:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1204:8345,29000,17271,13581,741,10348,22420,74923,7604,6550
1208:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1209:40457,16416,6104,26649,33094,11183,43577,15640,2113,37498
1234:11447,40457,9514,40390,16416,11571,27293,43577,6104,20628
1236:117704,98426,119649,123306,121277,96036,118000,122009,119618,112000
1245:16436,51858,6550,7604,72787,40603,46359,4180,45819,40380
1263:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1267:98426,117704,96036,109880,112000,113316,110863,120598,121692,100937
1269:11447,9514,40390,40457,11571,27293,20628,853,16416,43577
1288:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1295:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1296:29000,8345,13581,741,17271,7604,51858,6550,16436,74923
1302:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1305:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1342:103527,119649,107644,123306,103678,103706,121277,113211,106977,85048
1382:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1389:109880,71222,72166,116248,110669,57686,41050,103269,43280,57983
1391:40457,16416,6104,26649,33094,11183,43577,15640,2113,37498
1397:103527,107644,103678,48834,113211,92741,106977,103706,85048,102524
1402:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1405:109880,98426,117704,96036,112000,121692,113316,120598,110863,121814
1407:103527,107644,103678,48834,92741,86410,78432,102524,113211,117759
1408:16436,51858,6550,7604,72787,103527,40603,46359,107644,4180
1409:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1412:103527,107644,103678,48834,92741,113211,86410,102524,78432,106977
1413:8345,17271,10348,29000,741,13581,22420,9127,5115,74923
1418:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1419:11447,9514,40390,11571,853,20628,27293,40457,16416,43577
1420:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1427:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1430:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1431:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1435:8345,17271,10348,29000,741,13581,22420,9127,5115,74923
1437:119649,123306,121277,118000,119618,122009,122323,104004,117704,121609
1441:40457,109880,71222,43280,110669,57686,72166,48991,41050,116248
1447:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1448:109880,98426,117704,96036,121692,112000,120598,113316,110863,103269
1457:29000,8345,13581,17271,741,10348,22420,74923,7604,51858
1458:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1469:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1477:103527,107644,103678,48834,113211,103706,106977,85048,92741,102524
1486:11447,9514,40390,11571,40457,853,27293,20628,16416,43577
1490:117704,98426,96036,112000,113316,110863,120598,100937,121814,121692
1491:29000,8345,13581,741,17271,10348,7604,51858,74923,6550
1500:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1503:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1517:40457,16416,11447,6104,43577,26649,33094,11183,15640,2113
1518:29000,8345,13581,741,17271,7604,51858,16436,6550,72787
1535:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1551:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1552:40457,109880,16416,6104,71222,43280,11183,26649,86627,33094
1553:8345,17271,29000,10348,741,13581,22420,5115,74923,14340
1559:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1560:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1561:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1562:29000,8345,13581,17271,741,10348,22420,7604,74923,51858
1569:40457,16416,6104,26649,33094,43577,11183,15640,2113,37498
1570:8345,29000,17271,13581,741,10348,22420,74923,7604,14340
1588:103527,107644,103678,48834,92741,78432,86410,102524,117759,67093
1589:8345,17271,10348,29000,741,13581,22420,5115,74923,14340
1591:117704,98426,96036,112000,113316,110863,120598,100937,121814,121692
1601:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1602:29000,8345,17271,13581,741,10348,22420,74923,7604,6550
1629:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1634:11447,40457,9514,40390,16416,43577,6104,33094,26649,27293
1642:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1653:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1654:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1655:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1668:8345,17271,10348,29000,741,13581,22420,9127,5115,74923
1681:8345,17271,10348,29000,741,13581,22420,9127,5115,74923
1703:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1721:29000,8345,13581,741,17271,10348,7604,74923,51858,6550
1727:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1728:8345,29000,17271,13581,741,10348,22420,74923,7604,6550
1745:16436,51858,7604,6550,72787,40603,46359,4180,45819,40380
1746:29000,8345,17271,13581,741,10348,22420,74923,7604,6550
1751:40457,11447,16416,6104,43577,33094,26649,40390,9514,2113
1756:8345,17271,10348,741,29000,13581,22420,9127,5488,5115
1758:29000,8345,17271,13581,741,10348,22420,74923,7604,6550
1761:11447,9514,40390,11571,853,20628,27293,40457,16416,43577
1767:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1779:109880,40457,71222,110669,43280,72166,57686,116248,41050,17664
1780:109880,71222,72166,116248,98426,103269,110669,117704,57686,41050
1783:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1787:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1788:40457,16416,6104,11183,26649,33094,43577,15640,33604,86627
1794:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1796:103527,107644,103678,48834,113211,103706,106977,85048,92741,102524
1803:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1820:40457,11447,16416,6104,43577,40390,9514,33094,26649,2113
1821:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1822:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1823:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
1840:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
1841:11447,9514,11571,40390,853,20628,27293,22980,40457,24968
1842:8345,17271,29000,741,13581,10348,22420,74923,14340,5115
1850:29000,8345,13581,7604,51858,16436,6550,72787,40603,46359
1853:29000,51858,16436,7604,6550,72787,40603,46359,4180,45819
1854:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1862:109880,71222,72166,116248,110669,103269,57686,98426,41050,117704
1880:103527,107644,103678,113211,48834,103706,106977,85048,99282,78317
1883:29000,8345,17271,13581,741,10348,22420,74923,7604,6550
1890:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
1891:103527,107644,103678,113211,48834,103706,106977,85048,92741,83885
1893:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
1894:8345,29000,17271,13581,741,10348,22420,74923,7604,14340
1911:11447,9514,11571,40390,853,20628,27293,40457,16416,43577
1912:8345,29000,17271,13581,741,10348,22420,74923,7604,14340
1913:29000,8345,13581,741,7604,51858,16436,6550,17271,72787
1930:11447,9514,11571,40390,853,20628,27293,40457,16416,43577
1932:11447,40457,9514,40390,11571,16416,27293,20628,43577,6104
1950:8345,17271,10348,29000,741,13581,22420,5115,74923,9127
1951:103527,107644,103678,48834,113211,103706,106977,85048,92741,83885
1952:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2005:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2017:40457,16416,6104,109880,11183,26649,43280,71222,33094,86627
2025:103527,107644,103678,48834,92741,78432,86410,102524,117759,113211
2030:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
2034:40457,16416,11447,6104,26649,33094,43577,11183,15640,2113
2038:119649,123306,121277,118000,119618,122009,122323,117704,104004,121609
2046:11447,9514,40390,11571,40457,853,20628,27293,16416,43577
2058:11447,9514,40390,11571,40457,853,27293,20628,16416,43577
2068:29000,8345,13581,741,17271,7604,51858,6550,16436,10348
2070:8345,17271,10348,741,29000,13581,22420,9127,5488,5115
2071:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2072:103527,107644,103678,113211,103706,106977,48834,85048,99282,78317
2074:11447,9514,11571,40390,853,20628,27293,40457,16416,43577
2075:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2076:117704,98426,96036,112000,109880,113316,110863,120598,121692,100937
2077:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
2080:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2085:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2097:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2112:40457,16416,11447,6104,43577,26649,33094,11183,15640,2113
2115:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2116:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2123:29000,8345,13581,17271,741,10348,22420,7604,74923,51858
2135:103527,107644,103678,48834,78432,92741,86410,122726,67093,72819
2141:119649,123306,121277,118000,119618,122009,122323,104004,121609,111650
2147:11447,9514,11571,40390,853,20628,27293,40457,16416,43577
2154:11447,40457,16416,40390,9514,6104,43577,33094,26649,27293
2160:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2162:11447,9514,11571,40390,853,20628,27293,22980,40457,43577
2170:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2177:119649,123306,121277,118000,119618,122009,104004,122323,111650,121609
2184:109880,71222,40457,72166,110669,116248,57686,43280,41050,103269
2185:103527,107644,103678,48834,78432,122726,92741,72819,86410,67093
2187:109880,98426,117704,96036,121692,112000,120598,113316,110863,121814
2211:11447,9514,40390,40457,11571,27293,20628,16416,853,43577
2223:40457,109880,71222,43280,110669,16416,48991,86627,50742,6104
2243:119649,123306,117704,121277,98426,118000,119618,122009,122323,121320
2244:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
2247:8345,17271,10348,29000,741,13581,22420,9127,5115,74923
2250:40457,16416,11447,6104,43577,26649,33094,11183,15640,2113
2253:103527,107644,103678,48834,92741,78432,86410,102524,117759,41390
2260:40457,16416,11447,6104,26649,43577,33094,11183,15640,2113
2261:8345,17271,29000,741,13581,10348,22420,74923,14340,5115
2262:117704,98426,96036,112000,110863,113316,100937,120598,121814,120620
2290:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2291:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2293:29000,8345,13581,17271,741,10348,22420,7604,74923,51858
2301:103527,107644,103678,103706,113211,106977,85048,99282,119649,78317
2302:8345,29000,17271,13581,741,10348,22420,74923,7604,14340
2304:11447,9514,40390,40457,11571,27293,20628,853,16416,43577
2318:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2325:29000,8345,13581,7604,51858,16436,6550,741,72787,40603
2335:8345,17271,29000,741,13581,10348,22420,74923,5115,14340
2343:98426,117704,109880,96036,112000,113316,120598,110863,121692,100937
2346:119649,117704,123306,121277,98426,118000,122009,119618,122323,121320
2347:40457,16416,6104,11183,26649,33094,43577,15640,50065,37498
2348:8345,17271,29000,741,13581,10348,22420,74923,5115,14340
2362:40457,109880,71222,43280,16416,110669,48991,86627,6104,50742
2363:8345,29000,17271,13581,741,10348,22420,74923,14340,7604
2364:103527,107644,103678,48834,92741,113211,102524,86410,106977,85048
2369:103527,107644,103678,113211,103706,106977,48834,85048,99282,78317
2373:119649,123306,121277,118000,119618,122009,122323,104004,121609,111650
2381:8345,17271,10348,29000,741,13581,22420,5115,74923,9127
2382:40457,16416,6104,109880,11183,26649,43280,71222,33094,86627
2384:103527,107644,16436,51858,122726,103678,6550,78432,72787,7604
2385:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
2392:117704,98426,96036,112000,110863,113316,120598,100937,121814,121692
2393:29000,8345,17271,13581,741,10348,22420,74923,7604,51858
2394:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2395:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2399:40457,109880,71222,43280,110669,57686,72166,48991,41050,116248
2405:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
2407:117704,98426,119649,123306,121277,118000,122009,119618,96036,122323
2408:40457,11447,16416,6104,43577,33094,26649,11183,15640,2113
2419:103527,107644,103678,78432,48834,122726,92741,52503,16436,72819
2429:119649,123306,121277,118000,119618,122009,104004,122323,111650,121609
2447:29000,8345,7604,51858,16436,13581,6550,72787,40603,46359
2452:109880,71222,72166,116248,110669,57686,41050,103269,43280,57983
2453:119649,123306,121277,118000,119618,122009,117704,122323,104004,121609
2454:109880,40457,71222,110669,43280,72166,57686,116248,41050,48991
2456:117704,98426,96036,112000,119649,110863,113316,100937,121277,123306
2461:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2464:29000,8345,13581,7604,51858,16436,6550,741,72787,40603
2465:29000,8345,13581,17271,741,10348,22420,74923,7604,51858
2469:103527,107644,103678,48834,92741,78432,86410,102524,117759,41390
2489:40457,11447,16416,6104,43577,33094,26649,40390,2113,15640
2491:109880,98426,117704,96036,112000,121692,120598,113316,110863,121814
2499:119649,123306,121277,118000,119618,122009,104004,122323,111650,121609
2500:40457,16416,6104,26649,33094,11183,43577,15640,2113,37498
2501:103527,107644,103678,48834,78432,122726,92741,86410,72819,67093
2505:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2510:11447,40457,16416,40390,9514,6104,43577,33094,26649,27293
2515:40457,16416,6104,26649,33094,11183,43577,15640,2113,37498
2518:11447,40457,16416,40390,9514,6104,43577,33094,26649,8000
2520:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2521:8345,17271,10348,29000,741,13581,22420,9127,5115,74923
2524:103527,107644,103678,48834,113211,103706,106977,85048,92741,83885
2536:8345,17271,10348,29000,741,13581,22420,5115,74923,14340
2541:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2547:16436,103527,51858,107644,6550,7604,72787,40603,46359,4180
2553:11447,9514,11571,40390,853,20628,27293,40457,22980,43577
2558:40457,11447,16416,6104,43577,40390,33094,9514,26649,2113
2560:8345,17271,10348,29000,741,13581,22420,9127,5115,74923
2563:8345,17271,10348,29000,741,13581,22420,5115,9127,74923
2573:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2591:29000,8345,13581,17271,741,10348,22420,74923,7604,51858
2596:103527,107644,103678,113211,103706,106977,85048,48834,99282,78317
2597:117704,119649,98426,123306,121277,118000,122009,119618,96036,122323
2601:11447,9514,40390,40457,11571,27293,20628,853,16416,43577
2604:11447,40457,9514,40390,16416,11571,43577,27293,6104,33094
2611:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
2612:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2615:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2625:103527,107644,103678,48834,92741,113211,102524,86410,106977,85048
2626:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2634:11447,40457,9514,40390,16416,11571,27293,43577,6104,33094
2636:103527,107644,103678,48834,92741,113211,86410,102524,78432,117759
2639:11447,9514,40390,11571,853,20628,27293,40457,16416,43577
2650:11447,9514,40457,40390,11571,27293,16416,20628,43577,853
2661:29000,8345,13581,17271,741,10348,22420,74923,7604,51858
2663:40457,109880,71222,16416,43280,6104,11183,110669,86627,48991
2666:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
2676:11447,40457,9514,40390,11571,16416,27293,43577,20628,6104
2689:16436,51858,7604,6550,72787,40603,46359,4180,45819,40380
2693:40457,16416,6104,11183,26649,33094,43577,15640,2113,50065
2708:8345,17271,10348,29000,741,13581,22420,5115,74923,14340
2709:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2713:29000,51858,16436,7604,6550,72787,40603,46359,4180,45819
2715:11447,9514,11571,40390,853,20628,27293,40457,16416,43577
2716:109880,98426,117704,96036,112000,121692,113316,120598,110863,121814
2727:8345,17271,29000,10348,741,13581,22420,74923,5115,14340
2730:8345,17271,10348,29000,741,13581,22420,9127,5115,14340
2731:8345,17271,29000,741,10348,13581,22420,74923,5115,14340
2734:119649,123306,121277,118000,119618,122009,104004,122323,111650,121609
2735:11447,9514,40390,11571,853,40457,20628,27293,16416,43577
2737:119649,123306,121277,118000,117704,119618,122009,98426,122323,104004
2745:109880,98426,117704,96036,121692,112000,120598,113316,110863,121814
2746:11447,9514,11571,40390,853,20628,27293,40457,16416,43577
2748:40457,16416,6104,11183,26649,33094,43577,15640,33604,50065
2756:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
2760:8345,29000,17271,741,13581,10348,22420,74923,14340,5115
2776:117704,98426,96036,112000,113316,110863,120598,100937,121814,121692
2799:109880,71222,72166,98426,116248,117704,103269,110669,96036,57686
2802:40457,16416,6104,26649,33094,11183,43577,15640,2113,37498
